chrXIV	726614	726945
chrXIV	727363	727661
chrXV	2894	3223
chrXV	3809	3986
chrXV	18302	18561
chrXV	113294	113626
chrXV	117703	118040
chrXV	117703	123628
chrXV	123291	123628
chrXV	226696	227037
chrXV	227096	227293
chrXV	227851	228178
chrXV	300683	301021
chrXV	340598	340898
chrXV	354128	354466
chrXV	354681	354958
chrXV	438175	438483
chrXV	594512	594819
chrXV	594820	595151
chrXV	594820	600733
chrXV	600402	600733
chrXV	664003	664324
chrXV	664325	664469
chrXV	664813	665145
chrXV	703429	703582
chrXV	703612	703762
chrXV	703772	704062
chrXV	704063	704395
chrXV	704063	710023
chrXV	709691	710023
chrXV	710024	710107
chrXV	854275	854614
chrXV	968991	969301
chrXV	969293	969431
chrXV	970286	976244
chrXV	980259	980590
chrXVI	55657	55858
chrXVI	56290	56358
chrXVI	56409	56451
chrXVI	56452	62375
chrXVI	62389	62720
chrXVI	62724	63006
chrXVI	210451	210771
chrXVI	211577	211898
chrXVI	436068	436249
chrXVI	436250	436587
chrXVI	436594	436731
chrXVI	436890	443112
chrXVI	560481	560812
chrXVI	571845	572173
chrXVI	769319	769659
chrXVI	776093	776413
chrXVI	776667	776796
chrXVI	777832	778154
chrXVI	804511	804638
chrXVI	804645	810562
chrXVI	844412	850340
chrXVI	850357	850512
chrXVI	850629	850966
chrXVI	850629	856554
chrXVI	856217	856554
chrXVI	856545	856885
chrXVI	880386	880726
chrXVI	881487	881830
chrXVI	933071	933404
